PALM,FRUGIVORE,frugClass,frugFamily,biogeographicRegion,InteractionID,Unique_interaction,frugBodyMASS,FruitLength_cm,PalmTribe,PalmSubfamily,Country,botanicalCountry,referenceKey
Attalea phalerata,Ateles paniscus,MAMMAL,Atelidae,Neotropics,Attalea phalerata_Ateles paniscus,1,7900.053,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Brotogeris chiriri,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Brotogeris chiriri,1,61.6,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Caracara plancus,BIRDS,Falconidae,Neotropics,Attalea phalerata_Caracara plancus,0,1078.62,8.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea phalerata,Caracara plancus,BIRDS,Falconidae,Neotropics,Attalea phalerata_Caracara plancus,0,1078.62,8.5,Cocoseae,Arecoideae,NA,NA,KUGCBI8X
Attalea phalerata,Caracara plancus,BIRDS,Falconidae,Neotropics,Attalea phalerata_Caracara plancus,1,1078.62,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,WWOWKD
Attalea phalerata,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea phalerata_Cuniculus paca,1,8000,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Dasyprocta azarae,MAMMAL,Dasyproctidae,Neotropics,Attalea phalerata_Dasyprocta azarae,1,2309.989,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,P7EDA2HI
Attalea phalerata,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea phalerata_Dasyprocta punctata,0,2674.977,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Dasyprocta punctata,MAMMAL,Dasyproctidae,Neotropics,Attalea phalerata_Dasyprocta punctata,1,2674.977,8.5,Cocoseae,Arecoideae,PERU,PER,X7JA558P
Attalea phalerata,Myiopsitta monachus,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Myiopsitta monachus,1,120,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Myoprocta pratti,MAMMAL,Dasyproctidae,Neotropics,Attalea phalerata_Myoprocta pratti,1,599.998,8.5,Cocoseae,Arecoideae,PERU,PER,X7JA558P
Attalea phalerata,Nandayus nenday,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Nandayus nenday,1,128,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea phalerata_Pecari tajacu,0,21266.695,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,CFFXP4XP
Attalea phalerata,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea phalerata_Pecari tajacu,1,21266.695,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Pionus maximiliani,BIRDS,Psittacidae,Neotropics,Attalea phalerata_Pionus maximiliani,1,293,8.5,Cocoseae,Arecoideae,BRAZIL,BZC,QEVTP3Z5
Attalea phalerata,Saimiri boliviensis,MAMMAL,Cebidae,Neotropics,Attalea phalerata_Saimiri boliviensis,1,615.007,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Sapajus apella,MAMMAL,Cebidae,Neotropics,Attalea phalerata_Sapajus apella,0,2500,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Sapajus apella,MAMMAL,Cebidae,Neotropics,Attalea phalerata_Sapajus apella,1,2500,8.5,Cocoseae,Arecoideae,PERU,PER,X7JA558P
Attalea phalerata,Sciurus spadiceus,MAMMAL,Sciuridae,Neotropics,Attalea phalerata_Sciurus spadiceus,1,403.33,8.5,Cocoseae,Arecoideae,PERU,PER,X7JA558P
Attalea phalerata,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea phalerata_Tapirus terrestris,0,207500.907,8.5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea phalerata,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Attalea phalerata_Tapirus terrestris,1,207500.907,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea phalerata,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea phalerata_Tayassu pecari,0,32233.688,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,CFFXP4XP
Attalea phalerata,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Attalea phalerata_Tayassu pecari,1,32233.688,8.5,Cocoseae,Arecoideae,BOLIVIA,BOL,UK7GGKT4
Attalea rostrata,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Attalea rostrata_Cuniculus paca,1,8000,1.3,Cocoseae,Arecoideae,COSTA RICA,COS,DWSPMEFF
Attalea rostrata,Sciurus granatensis,MAMMAL,Sciuridae,Neotropics,Attalea rostrata_Sciurus granatensis,1,250,5.5,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Attalea speciosa,Anodorhynchus hyacinthinus,BIRDS,Psittacidae,Neotropics,Attalea speciosa_Anodorhynchus hyacinthinus,1,1331,9.55,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Attalea speciosa,Coendou prehensilis,MAMMAL,Erethizontidae,Neotropics,Attalea speciosa_Coendou prehensilis,1,4399.973,9.55,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Attalea speciosa,Dasyprocta azarae,MAMMAL,Dasyproctidae,Neotropics,Attalea speciosa_Dasyprocta azarae,1,2309.989,9.55,Cocoseae,Arecoideae,BRAZIL,BZC,P7EDA2HI
Attalea speciosa,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Attalea speciosa_Pecari tajacu,1,21266.695,9.55,Cocoseae,Arecoideae,NA,NA,CFFXP4XP
Bactris acanthocarpa,Dasyprocta prymnolopha,MAMMAL,Dasyproctidae,Neotropics,Bactris acanthocarpa_Dasyprocta prymnolopha,1,2900.013,1.4,Cocoseae,Arecoideae,NA,BZE,XF8TR5C7
Bactris acanthocarpa,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Bactris acanthocarpa_Sciurus aestuans,1,184.999,1.4,Cocoseae,Arecoideae,NA,BZE,XF8TR5C7
Bactris bidentula,Colossoma macropomum,FISH,Characidae,Neotropics,Bactris bidentula_Colossoma macropomum,1,NA,2,Cocoseae,Arecoideae,PERU,PER,6WBPN3MQ
Bactris bidentula,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris bidentula_Piaractus mesopotamicus,1,NA,2,Cocoseae,Arecoideae,PERU,PER,6WBPN3MQ
Bactris gasipaes,Ateles chamek,MAMMAL,Atelidae,Neotropics,Bactris gasipaes_Ateles chamek,1,5999.983,5,Cocoseae,Arecoideae,BOLIVIA,BOL,FQU9CR3E
Bactris gasipaes,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Bactris gasipaes_Cuniculus paca,1,8000,5,Cocoseae,Arecoideae,COSTA RICA,COS,DWSPMEFF
Bactris gasipaes,Psarocolius montezuma,BIRDS,Icteridae,Neotropics,Bactris gasipaes_Psarocolius montezuma,1,309.87,5,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Bactris gasipaes,Serrasalmus manueli,FISH,Serrasalmidae,Neotropics,Bactris gasipaes_Serrasalmus manueli,1,NA,5,Cocoseae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Bactris gasipaes,Tapirus bairdii,MAMMAL,Tapiridae,Neotropics,Bactris gasipaes_Tapirus bairdii,1,299999.133,5,Cocoseae,Arecoideae,COSTA RICA,COS,ZGG28TDB
Bactris glaucescens,Brycon melanopterus,FISH,Characidae,Neotropics,Bactris glaucescens_Brycon melanopterus,1,NA,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,Q7793HVK
Bactris glaucescens,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris glaucescens_Piaractus mesopotamicus,0,NA,1.6,Cocoseae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Bactris glaucescens,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris glaucescens_Piaractus mesopotamicus,0,NA,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,7WM4EMVH
Bactris glaucescens,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris glaucescens_Piaractus mesopotamicus,0,NA,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,EMJBWFR3
Bactris glaucescens,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris glaucescens_Piaractus mesopotamicus,1,NA,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,Q7793HVK
Bactris glaucescens,Rhea americana,BIRDS,Rheidae,Neotropics,Bactris glaucescens_Rhea americana,1,23000,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,"Donatti, C. I., Galetti, M., Pizo, M. A., Guimaraes Jr, P. R., & Jordano, P. (2007). Living in the land of ghosts: fruit traits and the importance of large mammals as seed dispersers in the Pantanal, Brazil. Seed dispersal: theory and its application in a changing world Dennis AJ, Green RJ, Schupp EW, Westcott DA, 104-123."
Bactris glaucescens,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Bactris glaucescens_Tapirus terrestris,1,207500.907,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,"Donatti, C. I., Galetti, M., Pizo, M. A., Guimaraes Jr, P. R., & Jordano, P. (2007). Living in the land of ghosts: fruit traits and the importance of large mammals as seed dispersers in the Pantanal, Brazil. Seed dispersal: theory and its application in a changing world Dennis AJ, Green RJ, Schupp EW, Westcott DA, 104-123."
Bactris glaucescens,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Bactris glaucescens_Tayassu pecari,1,32233.688,1.6,Cocoseae,Arecoideae,BRAZIL,BZC,"Donatti, C. I., Galetti, M., Pizo, M. A., Guimaraes Jr, P. R., & Jordano, P. (2007). Living in the land of ghosts: fruit traits and the importance of large mammals as seed dispersers in the Pantanal, Brazil. Seed dispersal: theory and its application in a changing world Dennis AJ, Green RJ, Schupp EW, Westcott DA, 104-123."
Bactris hirta,Tapirus terrestris,MAMMAL,Tapiridae,Neotropics,Bactris hirta_Tapirus terrestris,1,207500.907,0.75,Cocoseae,Arecoideae,PERU,PER,PR97BIQN
Bactris maraja,Colossoma macropomum,FISH,Characidae,Neotropics,Bactris maraja_Colossoma macropomum,0,NA,1.5,Cocoseae,Arecoideae,BRAZIL,BZN,XWABHQ2V
Bactris maraja,Colossoma macropomum,FISH,Characidae,Neotropics,Bactris maraja_Colossoma macropomum,0,NA,1.5,Cocoseae,Arecoideae,NA,NA,6WBPN3MQ
Bactris maraja,Colossoma macropomum,FISH,Characidae,Neotropics,Bactris maraja_Colossoma macropomum,1,NA,1.5,Cocoseae,Arecoideae,BRAZIL,BZN,IAHDGXQD
Bactris maraja,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Bactris maraja_Piaractus brachypomus,1,NA,1.5,Cocoseae,Arecoideae,PERU,PER,6WBPN3MQ
Bactris mexicana,Heteromys desmarestianus,MAMMAL,Heteromyidae,Neotropics,Bactris mexicana_Heteromys desmarestianus,1,72.5,1.2,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Bactris pilosa,Brycon amazonicus,FISH,Characidae,Neotropics,Bactris pilosa_Brycon amazonicus,1,NA,2.25,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris pilosa,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Bactris pilosa_Piaractus brachypomus,1,NA,2.25,Cocoseae,Arecoideae,VENEZUELA,VEN,6WBPN3MQ
Bactris riparia,Brycon amazonicus,FISH,Characidae,Neotropics,Bactris riparia_Brycon amazonicus,1,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,Q7793HVK
Bactris riparia,Brycon falcatus,FISH,Characidae,Neotropics,Bactris riparia_Brycon falcatus,1,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris riparia,Brycon melanopterus,FISH,Characidae,Neotropics,Bactris riparia_Brycon melanopterus,0,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris riparia,Brycon melanopterus,FISH,Characidae,Neotropics,Bactris riparia_Brycon melanopterus,1,NA,1,Cocoseae,Arecoideae,BRAZIL,BZC,Q7793HVK
Bactris riparia,Myloplus torquatus,FISH,Serrasalmidae,Neotropics,Bactris riparia_Myloplus torquatus,1,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris riparia,Piaractus brachypomus,FISH,Serrasalmidae,Neotropics,Bactris riparia_Piaractus brachypomus,1,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris riparia,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Bactris riparia_Piaractus mesopotamicus,1,NA,1,Cocoseae,Arecoideae,BRAZIL,BZC,Q7793HVK
Bactris riparia,Triportheus angulatus,FISH,Serrasalmidae,Neotropics,Bactris riparia_Triportheus angulatus,1,NA,1,Cocoseae,Arecoideae,PERU,PER,6WBPN3MQ
Bactris riparia,Triportheus culter,FISH,Characidae,Neotropics,Bactris riparia_Triportheus culter,1,NA,1,Cocoseae,Arecoideae,COLOMBIA,CLM,6WBPN3MQ
Bactris setosa,Cuniculus paca,MAMMAL,Cuniculidae,Neotropics,Bactris setosa_Cuniculus paca,1,8000,1.25,Cocoseae,Arecoideae,NA,BZL,SW6IINCS
Bactris setosa,Dasyprocta leporina,MAMMAL,Dasyproctidae,Neotropics,Bactris setosa_Dasyprocta leporina,1,3020.021,1.25,Cocoseae,Arecoideae,NA,BZL,SW6IINCS
Bactris setosa,Sciurus aestuans,MAMMAL,Sciuridae,Neotropics,Bactris setosa_Sciurus aestuans,1,184.999,1.25,Cocoseae,Arecoideae,NA,BZL,W728GHWV
Bactris setulosa,Cephalopterus penduliger,BIRDS,Cotingidae,Neotropics,Bactris setulosa_Cephalopterus penduliger,1,338,1.9,Cocoseae,Arecoideae,ECUADOR,ECU,GI2DQUJP
Beccariophoenix madagascariensis,Alectroenas madagascariensis,BIRDS,Columbidae,Afrotropics,Beccariophoenix madagascariensis_Alectroenas madagascariensis,1,173,3.5,Cocoseae,Arecoideae,MADAGASCAR,MDG,7UG43MXH
Beccariophoenix madagascariensis,Eidolon dupreanum,MAMMAL,Pteropodidae,Afrotropics,Beccariophoenix madagascariensis_Eidolon dupreanum,1,283.75,3.5,Cocoseae,Arecoideae,MADAGASCAR,MDG,7UG43MXH
Beccariophoenix madagascariensis,Hypsipetes madagascariensis,BIRDS,Pycnonotidae,Afrotropics,Beccariophoenix madagascariensis_Hypsipetes madagascariensis,1,45.99,3.5,Cocoseae,Arecoideae,MADAGASCAR,MDG,7UG43MXH
Beccariophoenix madagascariensis,Pteropus rufus,MAMMAL,Pteropodidae,Afrotropics,Beccariophoenix madagascariensis_Pteropus rufus,1,361,3.5,Cocoseae,Arecoideae,MADAGASCAR,MDG,7UG43MXH
Beccariophoenix madagascariensis,Treron australis,BIRDS,Columbidae,Afrotropics,Beccariophoenix madagascariensis_Treron australis,1,229,3.5,Cocoseae,Arecoideae,MADAGASCAR,MDG,7UG43MXH
Borassus aethiopum,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Borassus aethiopum_Loxodonta africana,0,3940034.276,12,Borasseae,Coryphoideae,IVORY COAST,IVO,AA4SAJ67
Borassus aethiopum,Loxodonta africana,MAMMAL,Elephantidae,Afrotropics,Borassus aethiopum_Loxodonta africana,1,3940034.276,12,Borasseae,Coryphoideae,SOUTH AFRICA,CPP,KENFLSLE
Borassus aethiopum,Pan troglodytes,MAMMAL,Hominidae,Afrotropics,Borassus aethiopum_Pan troglodytes,0,42500,12,Borasseae,Coryphoideae,GUINEA-BISAU,GNB,CWU76UKI
Borassus aethiopum,Pan troglodytes,MAMMAL,Hominidae,Afrotropics,Borassus aethiopum_Pan troglodytes,1,42500,12,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Borassus aethiopum,Papio anubis,MAMMAL,Cercopithecidae,Afrotropics,Borassus aethiopum_Papio anubis,1,21250.052,12,Borasseae,Coryphoideae,IVORY COAST,IVO,AA4SAJ67
Borassus aethiopum,Papio papio,MAMMAL,Cercopithecidae,Afrotropics,Borassus aethiopum_Papio papio,1,21250.052,12,Borasseae,Coryphoideae,NA,NA,FAIRCHILD
Butia capitata,Cerdocyon thous,MAMMAL,Canidae,Neotropics,Butia capitata_Cerdocyon thous,1,5239.984,2.65,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Butia capitata,Procyon cancrivorus,MAMMAL,Procyonidae,Neotropics,Butia capitata_Procyon cancrivorus,1,6949.923,2.65,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Butia yatay,Anodorhynchus glauca,BIRDS,Psittacidae,Neotropics,Butia yatay_Anodorhynchus glauca,1,1331,3.6,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Calamus deerratus,Cephalophus callipygus,MAMMAL,Bovidae,Afrotropics,Calamus deerratus_Cephalophus callipygus,1,18249.879,1.5,Calameae,Calamoideae,NA,NA,FAIRCHILD
Calamus deerratus,Cephalophus dorsalis,MAMMAL,Bovidae,Afrotropics,Calamus deerratus_Cephalophus dorsalis,1,20000,1.5,Calameae,Calamoideae,NA,NA,FAIRCHILD
Chamaedorea elegans,Crax rubra,BIRDS,Cracidae,Neotropics,Chamaedorea elegans_Crax rubra,1,4133,0.5,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Chamaedorea elegans,Ortalis vetula,BIRDS,Cracidae,Neotropics,Chamaedorea elegans_Ortalis vetula,1,562.6,0.5,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Chamaedorea elegans,Penelope purpurascens,BIRDS,Cracidae,Neotropics,Chamaedorea elegans_Penelope purpurascens,1,2060,0.5,Chamaedoreeae,Arecoideae,GUATEMALA,GUA,REKDKSPS
Chamaedorea tepejilote,Heteromys desmarestianus,MAMMAL,Heteromyidae,Neotropics,Chamaedorea tepejilote_Heteromys desmarestianus,1,72.5,1.5,Chamaedoreeae,Arecoideae,NA,NA,FAIRCHILD
Coccothrinax argentata,Odocoileus virginianus,MAMMAL,Cervidae,Neotropics,Coccothrinax argentata_Odocoileus virginianus,1,55508.565,1.1,Cryosophileae,Coryphoideae,NA,NA,FAIRCHILD
Coccothrinax readii,Ateles geoffroyi,MAMMAL,Atelidae,Neotropics,Coccothrinax readii_Ateles geoffroyi,1,5284.939,1,Cryosophileae,Coryphoideae,MEXICO,MXT,EIIAZXGU
Cocos nucifera,Ara ararauna,BIRDS,Psittacidae,Neotropics,Cocos nucifera_Ara ararauna,1,1125,22.5,Cocoseae,Arecoideae,BRAZIL,BZC,ZRDKEIW7
Cocos nucifera,Sciurus variegatoides,MAMMAL,Sciuridae,Neotropics,Cocos nucifera_Sciurus variegatoides,1,484.998,22.5,Cocoseae,Arecoideae,COSTA RICA,COS,KKAVXIWV
Copernicia alba,Brotogeris chiriri,BIRDS,Psittacidae,Neotropics,Copernicia alba_Brotogeris chiriri,1,61.6,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZC,QEVTP3Z5
Copernicia alba,Cerdocyon thous,MAMMAL,Canidae,Neotropics,Copernicia alba_Cerdocyon thous,1,5239.984,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Chrysocyon brachyurus,MAMMAL,Canidae,Neotropics,Copernicia alba_Chrysocyon brachyurus,1,23249.842,1.5,Trachycarpeae,Coryphoideae,NA,NA,FAIRCHILD
Copernicia alba,Dasyprocta azarae,MAMMAL,Dasyproctidae,Neotropics,Copernicia alba_Dasyprocta azarae,1,2309.989,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZC,P7EDA2HI
Copernicia alba,Lycalopex gymnocercus,MAMMAL,Canidae,Neotropics,Copernicia alba_Lycalopex gymnocercus,1,4689.969,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Mazama gouazoubira,MAMMAL,Cervidae,Neotropics,Copernicia alba_Mazama gouazoubira,1,16300.09,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Myiopsitta monachus,BIRDS,Psittacidae,Neotropics,Copernicia alba_Myiopsitta monachus,1,120,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZC,QEVTP3Z5
Copernicia alba,Nandayus nenday,BIRDS,Psittacidae,Neotropics,Copernicia alba_Nandayus nenday,1,128,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZC,QEVTP3Z5
Copernicia alba,Ortalis canicollis,BIRDS,Cracidae,Neotropics,Copernicia alba_Ortalis canicollis,1,539,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Copernicia alba_Pecari tajacu,1,21266.695,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Piaractus mesopotamicus,FISH,Serrasalmidae,Neotropics,Copernicia alba_Piaractus mesopotamicus,1,NA,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZN,XWABHQ2V
Copernicia alba,Pimelodus maculatus,FISH,Pimelodidae,Neotropics,Copernicia alba_Pimelodus maculatus,1,NA,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZN,XWABHQ2V
Copernicia alba,Primolius auricollis,BIRDS,Psittacidae,Neotropics,Copernicia alba_Primolius auricollis,1,245,1.5,Trachycarpeae,Coryphoideae,BRAZIL,BZC,QEVTP3Z5
Copernicia alba,Puma concolor,MAMMAL,Felidae,Neotropics,Copernicia alba_Puma concolor,1,51600.035,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Rhea americana,BIRDS,Rheidae,Neotropics,Copernicia alba_Rhea americana,0,23000,1.5,Trachycarpeae,Coryphoideae,BOLIVIA,BOL,EWPPSMQ
Copernicia alba,Rhea americana,BIRDS,Rheidae,Neotropics,Copernicia alba_Rhea americana,0,23000,1.5,Trachycarpeae,Coryphoideae,NA,NA,FAIRCHILD
Copernicia alba,Rhea americana,BIRDS,Rheidae,Neotropics,Copernicia alba_Rhea americana,1,23000,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Copernicia alba_Tayassu pecari,1,32233.688,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Tolypeutes matacus,MAMMAL,Dasypodidae,Neotropics,Copernicia alba_Tolypeutes matacus,1,1199.997,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia alba,Zenaida auriculata,BIRDS,Columbidae,Neotropics,Copernicia alba_Zenaida auriculata,1,110.2,1.5,Trachycarpeae,Coryphoideae,ARGENTINA,AGE,RZMKKFAH
Copernicia tectorum,Crax daubentoni,BIRDS,Cracidae,Neotropics,Copernicia tectorum_Crax daubentoni,1,2499.91,2.75,Trachycarpeae,Coryphoideae,VENEZUELA,VEN,MT2WPCEC
Copernicia tectorum,Ortalis ruficauda,BIRDS,Cracidae,Neotropics,Copernicia tectorum_Ortalis ruficauda,1,586.24,2.75,Trachycarpeae,Coryphoideae,NA,NA,FAIRCHILD
Copernicia tectorum,Pecari tajacu,MAMMAL,Tayassuidae,Neotropics,Copernicia tectorum_Pecari tajacu,1,21266.695,2.75,Trachycarpeae,Coryphoideae,VENEZUELA,VEN,CFFXP4XP
Copernicia tectorum,Tayassu pecari,MAMMAL,Tayassuidae,Neotropics,Copernicia tectorum_Tayassu pecari,1,32233.688,2.75,Trachycarpeae,Coryphoideae,VENEZUELA,VEN,CFFXP4XP
Cryosophila stauracantha,Crax rubra,BIRDS,Cracidae,Neotropics,Cryosophila stauracantha_Crax rubra,1,4133,1.25,Cryosophileae,Coryphoideae,GUATEMALA,GUA,REKDKSPS
Cryosophila stauracantha,Ortalis vetula,BIRDS,Cracidae,Neotropics,Cryosophila stauracantha_Ortalis vetula,1,562.6,1.25,Cryosophileae,Coryphoideae,GUATEMALA,GUA,REKDKSPS
Cryosophila stauracantha,Penelope purpurascens,BIRDS,Cracidae,Neotropics,Cryosophila stauracantha_Penelope purpurascens,1,2060,1.25,Cryosophileae,Coryphoideae,GUATEMALA,GUA,REKDKSPS
Deckenia nobilis,Coracopsis nigra,BIRDS,Psittacidae,Afrotropics,Deckenia nobilis_Coracopsis nigra,1,186.24,1.2,Areceae,Arecoideae,NA,NA,FAIRCHILD
Desmoncus polycanthos,Chelonoidis carbonaria,REPTILES,Chelidae,Neotropics,Desmoncus polycanthos_Chelonoidis carbonaria,1,5680,1.3,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Desmoncus polycanthos,Chelonoidis denticulata,REPTILES,Chelidae,Neotropics,Desmoncus polycanthos_Chelonoidis denticulata,1,7473.96,1.3,Cocoseae,Arecoideae,NA,NA,FAIRCHILD
Dypsis ampasindavae,Eulemur macaco,MAMMAL,Lemuridae,Afrotropics,Dypsis ampasindavae_Eulemur macaco,1,2040,1.15,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis ampasindavae,Lepilemur dorsalis,MAMMAL,Lepilemuridae,Afrotropics,Dypsis ampasindavae_Lepilemur dorsalis,1,500,1.15,Areceae,Arecoideae,MADAGASCAR,MDG,FAIRCHILD
Dypsis decaryi,Coracopsis vasa,BIRDS,Psittacidae,Afrotropics,Dypsis decaryi_Coracopsis vasa,1,525,1.85,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis decaryi,Lemur catta,MAMMAL,Lemuridae,Afrotropics,Dypsis decaryi_Lemur catta,1,2900,1.85,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis decaryi,Microcebus murinus,MAMMAL,Cheirogaleidae,Afrotropics,Dypsis decaryi_Microcebus murinus,1,69,1.85,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis madagascariensis,Eulemur macaco,MAMMAL,Lemuridae,Afrotropics,Dypsis madagascariensis_Eulemur macaco,0,2040,1.3,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis madagascariensis,Eulemur macaco,MAMMAL,Lemuridae,Afrotropics,Dypsis madagascariensis_Eulemur macaco,1,2040,1.3,Areceae,Arecoideae,MADAGASCAR,MDG,ROSMW2S
Dypsis madagascariensis,Hapalemur occidentalis,MAMMAL,Lemuridae,Afrotropics,Dypsis madagascariensis_Hapalemur occidentalis,1,1487.5,1.3,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis madagascariensis,Lepilemur dorsalis,MAMMAL,Lepilemuridae,Afrotropics,Dypsis madagascariensis_Lepilemur dorsalis,1,500,1.3,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis nodifera,Hapalemur griseus,MAMMAL,Lemuridae,Afrotropics,Dypsis nodifera_Hapalemur griseus,1,1400,0.9,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis pinnatifrons,Eulemur macaco,MAMMAL,Lemuridae,Afrotropics,Dypsis pinnatifrons_Eulemur macaco,1,2040,1.4,Areceae,Arecoideae,NA,NA,FAIRCHILD
Dypsis prestoniana,Alectroenas madagascariensis,BIRDS,Columbidae,Afrotropics,Dypsis prestoniana_Alectroenas madagascariensis,1,173,1.35,Areceae,Arecoideae,MADAGASCAR,MDG,FAIRCHILD
